quantity,review,fname,orderid
10,Tandoori chicken is utterly dynamic,Tandoori chicken,4105
19,Gado gado is blindly somber,Gado gado,4105
13,Sashimi is unimpressively sparkling,Sashimi,4106
20,Chiles en nogada is officially damaging,Chiles en nogada,4106
15,Risotto is fully orange,Risotto,4106
14,Boiled vegetable soup is suddenly abashed,Boiled vegetable soup,4106
16,Fish kidney curry is ferociously additional,Fish kidney curry,4106
8,Goi cuon is coaxingly womanly,Goi cuon,4106
16,Ayam goreng is previously lopsided,Ayam goreng,4106
4,Sundubu jjigae is kiddingly best,Sundubu jjigae,4107
1,Soto is quarrelsomely synonymous,Soto,4107
18,Cheeseburger is vivaciously freezing,Cheeseburger,4107
12,Oyster omelette is questionably alluring,Oyster omelette,4107
3,Gogigui is joyously disgusted,Gogigui,4107
2,Bibimbap is briefly regular,Bibimbap,4107
33,Macaroni and Cheese is not decent,Macaroni and Cheese,4107
15,Ga tan is freely guiltless,Ga tan,4107
6,Gogigui is intensely daffy,Gogigui,4108
6,Natto is wonderfully apathetic,Natto,4108
6,Sushi is steadily possessive,Sushi,4108
13,Sichuan pork is coaxingly necessary,Sichuan pork,4108
20,Goi cuon is suddenly brainy,Goi cuon,4109
11,Sate is greedily spooky,Sate,4109
20,Hash browns is occasionally daffy,Hash browns,4109
2,Chicken galangal soup is hourly sudden,Chicken galangal soup,4109
4,Risotto is fast blue-eyed,Risotto,4109
10,Cheeseburger is rapidly cloudy,Cheeseburger,4109
26,Tostadas is carelessly colorful,Tostadas,4109
20,Tofu is equally waiting,Tofu,4109
8,Fried carrot cake is inwardly colorful,Fried carrot cake,4109
12,Sour soup is blissfully flashy,Sour soup,4109
17,Natto is overconfidently elated,Natto,4110
25,Oyster omelette is physically tight,Oyster omelette,4110
7,Steak is kiddingly apathetic,Steak,4110
6,Polenta is ever powerful,Polenta,4110
11,Ramyeon is slowly actually,Ramyeon,4110
3,Isaan soup is terrifically cumbersome,Isaan soup,4110
18,Rawon is utterly rampant,Rawon,4111
6,Cantonese chicken soup is fondly serious,Cantonese chicken soup,4111
5,Hash browns is famously educated,Hash browns,4111
10,Paratha is playfully meaty,Paratha,4111
20,Isaan soup is repeatedly endurable,Isaan soup,4111
16,Spaghetti Aglio Olio is again thirsty,Spaghetti Aglio Olio,4111
9,Cheeseburger is frequently homely,Cheeseburger,4111
17,Vegetable fried rice is powerfully capricious,Vegetable fried rice,4111
13,Banh khot is coyly black,Banh khot,4111
17,Polenta is sheepishly ruddy,Polenta,4112
12,Tempura is owlishly grubby,Tempura,4112
3,Pozole is reluctantly educated,Pozole,4112
13,Rujak cingur is rapidly shaky,Rujak cingur,4112
14,Banh khot is surprisingly scandalous,Banh khot,4112
12,Ribollita is acidly far-flung,Ribollita,4112
19,Spaghetti Bolognese is forth daffy,Spaghetti Bolognese,4112
8,Ayam penyet is again several,Ayam penyet,4112
11,Sichuan pork is jubilantly wasteful,Sichuan pork,4112
10,Beef soup is everywhere wide,Beef soup,4112
7,Fish stew is victoriously soggy,Fish stew,4112
4,Fish kidney curry is frequently several,Fish kidney curry,4112
6,Tandoori chicken is unnaturally quirky,Tandoori chicken,4112
3,Polenta is reproachfully grieving,Polenta,4113
10,Chicken with chestnuts is tightly bitter,Chicken with chestnuts,4113
16,Palak paneer is soon unsuitable,Palak paneer,4113
20,Rawon is beautifully tired,Rawon,4113
5,Szechwan chilli chicken is simply loving,Szechwan chilli chicken,4113
10,Bibimbap is thankfully decisive,Bibimbap,4113
6,Stir fried tofu with rice is equally dreary,Stir fried tofu with rice,4113
26,Hot and sour soup is intently dependent,Hot and sour soup,4113
18,Yakitori is strictly dapper,Yakitori,4113
6,Dim sum is ultimately obese,Dim sum,4113
26,Hash browns is upbeat adventurous,Hash browns,4114
3,Chole is yawningly possessive,Chole,4114
2,Risotto is unimpressively demonic,Risotto,4114
5,Bibimbap is kindheartedly unruly,Bibimbap,4114
8,Tamales is offensively spiteful,Tamales,4115
28,Ramyeon is regularly educated,Ramyeon,4115
7,Szechwan chilli chicken is sadly well-to-do,Szechwan chilli chicken,4115
2,Enchiladas is uselessly one,Enchiladas,4116
4,Pho is delightfully quiet,Pho,4116
25,Fried carrot cake is inquisitively waiting,Fried carrot cake,4116
3,Gogigui is loyally fertile,Gogigui,4116
19,Chicken wings is currently bizarre,Chicken wings,4116
22,Papdi chaat is inwardly serious,Papdi chaat,4116
21,Tempura is simply best,Tempura,4116
7,Banh xeo is wearily wasteful,Banh xeo,4116
29,Sour soup is unethically secretive,Sour soup,4116
8,Samgyeopsal is madly chief,Samgyeopsal,4116
5,Nem ran is questionably faulty,Nem ran,4117
28,Spaghetti Bolognese is gladly intelligent,Spaghetti Bolognese,4117
6,Fried carrot cake is sadly free,Fried carrot cake,4117
5,Elote is bashfully embarrassed,Elote,4117
7,Udon is elsewhere special,Udon,4117
6,Cao lau is essentially sturdy,Cao lau,4117
13,Chicken tikka masala is worriedly comprehensive,Chicken tikka masala,4117
16,Sushi is partially alluring,Sushi,4117
3,Papdi chaat is quietly quiet,Papdi chaat,4118
4,Sundubu jjigae is perfectly bouncy,Sundubu jjigae,4118
4,Chiles en nogada is wildly psychedelic,Chiles en nogada,4118
31,Ramen is tomorrow madly,Ramen,4118
7,Elote is badly disgusting,Elote,4118
28,Green curry chicken is continually realistic,Green curry chicken,4118
7,Banh xeo is joyously puzzled,Banh xeo,4118
4,Bak kut teh is totally tranquil,Bak kut teh,4118
27,Fried carrot cake is nicely unsuitable,Fried carrot cake,4118
6,Cheeseburger is abnormally jumpy,Cheeseburger,4118
21,Sate is early tired,Sate,4118
5,Rawon is neatly therapeutic,Rawon,4119
6,Soba is dutifully colossal,Soba,4119
6,Fried carrot cake is devotedly competitive,Fried carrot cake,4119
2,Chicken with chestnuts is loosely lush,Chicken with chestnuts,4119
3,Chocolate chip cookie is tensely overrated,Chocolate chip cookie,4119
12,Ramyeon is dramatically cool,Ramyeon,4119
21,Bakso is questionably short,Bakso,4119
13,Kaya toast is sympathetically substantial,Kaya toast,4120
12,Fried carrot cake is frequently adventurous,Fried carrot cake,4120
18,Kimchi is strictly grateful,Kimchi,4120
6,Chilaquiles is blissfully thirsty,Chilaquiles,4120
6,Chicken tikka masala is recklessly friendly,Chicken tikka masala,4120
5,Vegetable fried rice is tediously big,Vegetable fried rice,4120
18,Cao lau is truly married,Cao lau,4120
5,Ayam penyet is twice adventurous,Ayam penyet,4120
4,Soba is correctly dependent,Soba,4120
5,Lasagna is hardly creepy,Lasagna,4120
18,Chicken with chestnuts is seldom rigid,Chicken with chestnuts,4121
7,Rawon is shyly consistent,Rawon,4121
15,Szechwan chilli chicken is blindly spooky,Szechwan chilli chicken,4121
8,Pho is clearly willing,Pho,4121
18,Bibimbap is tomorrow ragged,Bibimbap,4121
20,Stir fried tofu with rice is deceivingly bumpy,Stir fried tofu with rice,4121
15,Hot and sour soup is keenly curious,Hot and sour soup,4121
4,Natto is moreover equable,Natto,4121
6,Ramyeon is merely kind,Ramyeon,4122
8,Sate is moreover endurable,Sate,4122
30,Tamales is definitely spiteful,Tamales,4122
14,Spicy stir fried octopus is sharply sable,Spicy stir fried octopus,4122
3,Coconut milk curry is abnormally special,Coconut milk curry,4122
12,Kimchi stew is mainly decent,Kimchi stew,4122
4,Tamales is adventurously dramatic,Tamales,4123
16,Vegetable fried rice is directly adventurous,Vegetable fried rice,4123
17,Elote is cautiously wide,Elote,4123
12,Banh xeo is jubilantly milky,Banh xeo,4123
8,Pizza is slightly disgusted,Pizza,4123
2,Chiles en nogada is coyly loving,Chiles en nogada,4123
10,Risotto is seemingly selective,Risotto,4124
22,Sour soup is wholly obese,Sour soup,4124
29,Gado gado is triumphantly imperfect,Gado gado,4124
8,Spring rolls is directly several,Spring rolls,4124
22,Tostadas is loosely repulsive,Tostadas,4124
5,Beef soup is knottily spotless,Beef soup,4124
5,Gado gado is evenly clean,Gado gado,4125
6,Palak paneer is politely mixed,Palak paneer,4125
6,Risotto is sternly hospitable,Risotto,4125
4,Pozole is greatly big,Pozole,4125
22,Polenta is mockingly waiting,Polenta,4125
7,Green curry chicken is foolishly blue-eyed,Green curry chicken,4125
10,Wanton mee is kissingly selective,Wanton mee,4125
4,Rawon is verbally dizzy,Rawon,4125
5,Kimchi stew is furiously super,Kimchi stew,4126
25,Macaroni and Cheese is definitely automatic,Macaroni and Cheese,4126
18,Bak chor mee is excitedly bright,Bak chor mee,4126
13,Chicken rice is obediently sable,Chicken rice,4126
23,Spaghetti Carbonara is uselessly nonchalant,Spaghetti Carbonara,4126
2,Goi cuon is easily unarmed,Goi cuon,4126
4,Noodles is truthfully new,Noodles,4126
9,Bak kut teh is innocently nauseating,Bak kut teh,4126
14,Nem ran is especially wonderful,Nem ran,4127
9,Tostadas is fiercely lush,Tostadas,4127
19,Stir fried tofu with rice is potentially deeply,Stir fried tofu with rice,4127
20,Spicy stir fried octopus is not wanting,Spicy stir fried octopus,4127
12,Tandoori chicken is reproachfully standing,Tandoori chicken,4127
9,Beef soup is mainly disillusioned,Beef soup,4127
14,Paratha is yieldingly bouncy,Paratha,4127
29,Sundubu jjigae is significantly nervous,Sundubu jjigae,4127
4,Szechwan chilli chicken is wonderfully odd,Szechwan chilli chicken,4127
5,Beef rendang is usefully educated,Beef rendang,4128
19,Chiles en nogada is well bouncy,Chiles en nogada,4128
18,Boiled vegetable soup is ahead vacuous,Boiled vegetable soup,4128
8,Ossobuco is strongly imperfect,Ossobuco,4128
21,Isaan soup is terribly bizarre,Isaan soup,4128
33,Sour soup is totally clean,Sour soup,4128
19,Tamales is positively pink,Tamales,4128
14,Soto is helpfully superb,Soto,4129
5,Sashimi is helplessly intelligent,Sashimi,4129
19,Curry fish head is technically nauseating,Curry fish head,4129
13,Fried chicken is righteously best,Fried chicken,4129
10,Isaan soup is loyally synonymous,Isaan soup,4129
5,Beef rendang is occasionally true,Beef rendang,4130
10,Nem ran is softly overrated,Nem ran,4130
28,Chicken tikka masala is innocently deep,Chicken tikka masala,4130
7,Isaan soup is oddly wiry,Isaan soup,4130
25,Doughnut is adventurously shaky,Doughnut,4130
4,Noodles is deliberately informal,Noodles,4130
29,Soto is queerly disgusted,Soto,4131
6,Ramen is definitely lazy,Ramen,4131
11,Elote is doubtfully foregoing,Elote,4131
27,Vegetable fried rice is questioningly drunk,Vegetable fried rice,4131
4,French fries is less similar,French fries,4131
7,Pork bulgogi is simply auspicious,Pork bulgogi,4131
8,Spaghetti Aglio Olio is dearly wasteful,Spaghetti Aglio Olio,4132
17,Ga tan is loyally grieving,Ga tan,4132
7,Rujak cingur is frightfully sturdy,Rujak cingur,4132
10,French fries is zestfully new,French fries,4132
27,Palak paneer is devotedly colorful,Palak paneer,4132
11,Beef rendang is never dapper,Beef rendang,4132
12,Cha ca is willfully volatile,Cha ca,4132
17,Bottarga is definitely grieving,Bottarga,4132
6,Fried carrot cake is weekly grubby,Fried carrot cake,4132
7,Rau muong is below womanly,Rau muong,4132
10,Ayam penyet is evenly blue-eyed,Ayam penyet,4133
22,Sushi is diligently equable,Sushi,4133
19,Spring rolls is actually confident,Spring rolls,4133
21,Pizza is thus lame,Pizza,4133
5,Oyster omelette is voluntarily cumbersome,Oyster omelette,4133
16,Donburi is hungrily foreign,Donburi,4133
3,Mole is altogether grieving,Mole,4133
7,Rau muong is cautiously vacuous,Rau muong,4133
20,Boiled vegetable soup is hopelessly sturdy,Boiled vegetable soup,4134
10,Cantonese chicken soup is sternly smiling,Cantonese chicken soup,4134
28,Pork bulgogi is potentially disgusted,Pork bulgogi,4134
11,Goi cuon is coaxingly additional,Goi cuon,4134
18,Tom yum goong is mortally several,Tom yum goong,4134
15,Fish kidney curry is effectively screeching,Fish kidney curry,4134
13,Tofu is warmly helpless,Tofu,4134
30,Chiles en nogada is upward wonderful,Chiles en nogada,4134
12,Stir fried tofu with rice is foolishly educated,Stir fried tofu with rice,4134
5,Ga tan is eagerly fixed,Ga tan,4134
4,Bottarga is never tan,Bottarga,4134
6,Chicken galangal soup is inquisitively bizarre,Chicken galangal soup,4135
3,Gogigui is excitedly wanting,Gogigui,4135
4,Tempura is devotedly tight,Tempura,4135
9,Naan is thoroughly hysterical,Naan,4135
5,Thai hanglay curry is bitterly cool,Thai hanglay curry,4135
18,Spaghetti Aglio Olio is normally political,Spaghetti Aglio Olio,4135
18,Steak is merrily vacuous,Steak,4135
3,Mole is playfully spotless,Mole,4136
13,Sichuan pork is terribly chief,Sichuan pork,4136
6,Pork bulgogi is verbally quiet,Pork bulgogi,4136
13,Cha ca is fully daffy,Cha ca,4136
25,Hot and sour soup is crazily disgusting,Hot and sour soup,4136
16,Chicken rice is promptly glamorous,Chicken rice,4136
6,Sashimi is hastily tired,Sashimi,4136
2,Tandoori chicken is busily brainy,Tandoori chicken,4136
8,Chiles en nogada is weakly ugly,Chiles en nogada,4137
15,Risotto is possibly unbecoming,Risotto,4137
19,Fish kidney curry is beautifully informal,Fish kidney curry,4137
10,Sushi is softly purple,Sushi,4137
18,Ayam goreng is clearly nonchalant,Ayam goreng,4137
9,Ramen is furiously wonderful,Ramen,4138
30,Enchiladas is upwardly hateful,Enchiladas,4138
3,Tandoori chicken is seriously lucky,Tandoori chicken,4138
4,Laksa is playfully immediate,Laksa,4138
2,Tamales is unnecessarily glamorous,Tamales,4138
10,Kaya toast is unbearably womanly,Kaya toast,4139
4,Chilaquiles is dimly resolute,Chilaquiles,4139
15,Chicken tikka masala is helpfully classy,Chicken tikka masala,4139
14,Vegetable fried rice is necessarily slimy,Vegetable fried rice,4139
20,Cao lau is solidly highfalutin,Cao lau,4139
7,Hash browns is quicker pink,Hash browns,4139
25,Spicy stir fried octopus is continually delicious,Spicy stir fried octopus,4139
10,Ayam penyet is miserably madly,Ayam penyet,4139
6,Lasagna is joyfully amuck,Lasagna,4139
2,Pizza is wisely eastern,Pizza,4140
6,Chicken tikka masala is ahead delicate,Chicken tikka masala,4140
16,Noodles is freely demonic,Noodles,4140
7,Murg makhani is constantly gabby,Murg makhani,4140
15,Chocolate chip cookie is sternly certain,Chocolate chip cookie,4140
19,Banh xeo is afterwards fuzzy,Banh xeo,4140
10,Chicken galangal soup is continually capricious,Chicken galangal soup,4140
6,Cheeseburger is delightfully dangerous,Cheeseburger,4140
9,Boiled vegetable soup is usefully slim,Boiled vegetable soup,4141
21,Yakitori is nicely automatic,Yakitori,4141
10,Bak chor mee is solemnly fine,Bak chor mee,4141
11,Mole is upside-down scared,Mole,4142
6,Steak is loosely confident,Steak,4142
9,Ramen is not new,Ramen,4142
25,Tostadas is kookily asleep,Tostadas,4142
6,Chicken galangal soup is sympathetically mountainous,Chicken galangal soup,4142
2,Cantonese chicken soup is playfully abashed,Cantonese chicken soup,4142
17,Ribollita is brightly jumpy,Ribollita,4142
30,Spaghetti Bolognese is energetically melodic,Spaghetti Bolognese,4142
6,Kimchi is optimistically amuck,Kimchi,4142
8,Korma is powerfully drunk,Korma,4142
4,Laksa is hastily dapper,Laksa,4142
14,Mole is below nonchalant,Mole,4143
11,Chicken with chestnuts is jealously tired,Chicken with chestnuts,4143
12,Pizza is constantly free,Pizza,4143
12,Kaya toast is hungrily dull,Kaya toast,4143
13,Ayam goreng is needily lame,Ayam goreng,4143
4,Cheeseburger is doubtfully adventurous,Cheeseburger,4143
23,Chole is carefully possessive,Chole,4143
12,Spicy stir fried octopus is else lopsided,Spicy stir fried octopus,4143
2,Nem ran is literally spiky,Nem ran,4144
18,Spring rolls is healthily upbeat,Spring rolls,4144
17,Ribollita is heavily dynamic,Ribollita,4144
18,Kimchi is blissfully chief,Kimchi,4144
8,Fish stew is shakily attractive,Fish stew,4144
9,Elote is promptly basic,Elote,4144
22,Cha ca is shakily defeated,Cha ca,4144
8,Bak kut teh is weekly tight,Bak kut teh,4144
3,Chicken wings is reproachfully spiteful,Chicken wings,4145
6,Fried chicken is weekly repulsive,Fried chicken,4145
5,Hash browns is virtually guiltless,Hash browns,4145
4,Gado gado is rigidly kind,Gado gado,4145
12,Chicken with chestnuts is tediously quiet,Chicken with chestnuts,4145
15,Pozole is personally sturdy,Pozole,4145
25,Paratha is likely confident,Paratha,4146
4,Noodles is mockingly attractive,Noodles,4146
6,Sate is furiously synonymous,Sate,4146
14,Steak is dreamily spotless,Steak,4146
10,Cheeseburger is greedily automatic,Cheeseburger,4146
24,Vegetable fried rice is tremendously jobless,Vegetable fried rice,4146
20,Chilaquiles is seemingly several,Chilaquiles,4146
6,Tempura is thoughtfully hysterical,Tempura,4146
15,Bun bo hue is always apathetic,Bun bo hue,4146
12,Chicken rice is fatally pink,Chicken rice,4147
27,Korma is gleefully dreary,Korma,4147
10,Wanton mee is not plausible,Wanton mee,4147
14,Pozole is strictly competitive,Pozole,4147
3,Naan is elsewhere frightened,Naan,4147
29,Thai hanglay curry is enormously quick,Thai hanglay curry,4147
5,Kimchi stew is uselessly adjoining,Kimchi stew,4147
23,Hokkien prawn mee is rudely selective,Hokkien prawn mee,4147
3,Sate is tightly savory,Sate,4147
11,Kimchi is defiantly temporary,Kimchi,4148
7,Curry fish head is mechanically realistic,Curry fish head,4148
13,Tempura is normally deep,Tempura,4148
28,Tofu is kindly zealous,Tofu,4148
11,Gado gado is upbeat weak,Gado gado,4148
4,Spring rolls is thankfully cheap,Spring rolls,4148
4,Tempura is scarily classy,Tempura,4149
6,Stir fried tofu with rice is mostly new,Stir fried tofu with rice,4149
16,Hot and sour soup is unnecessarily sudden,Hot and sour soup,4149
8,Tofu is famously adjoining,Tofu,4149
14,Bak chor mee is jaggedly demonic,Bak chor mee,4149
22,Ossobuco is owlishly noxious,Ossobuco,4149
4,Ramen is nicely womanly,Ramen,4149
3,Chicken rice is upside-down shrill,Chicken rice,4149
4,Dim sum is searchingly probable,Dim sum,4149
8,Lasagna is physically confident,Lasagna,4150
5,Spaghetti Bolognese is helpfully additional,Spaghetti Bolognese,4150
6,Enchiladas is interestingly serious,Enchiladas,4150
4,Cao lau is primarily smiling,Cao lau,4150
16,Guacamole is openly near,Guacamole,4150
